County_State,Number_Insured,NInsured_CI_LowerBound,NInsured_CI_UpperBound,Number_Uninsured,NUninsured_CI_LowerBound,NUninsured_CI_UpperBound,Population,Insured_rate,Lower_Payment_Est,Ave_Payment,Higher_Payment_Est,State,Regions,Insured_rate_EqWidth,Ave_Payment_EqWidth,Pop_EqWidth
"boone, ia",20201.5,20037.5,20365.5,1482.5,1318.5,1646.5,21684.0,0.9315936560484057,16023.666666666666,17929.666666666668,20029.666666666668,ia,midwest,High,Cheap,Very_Small
"boone, in",48758.0,48300.0,49216.0,4878.5,4420.5,5336.5,53636.5,0.9085390397230787,17658.75,19583.5,21673.5,in,midwest,High,Moderate,Small
"boone, ky",101597.0,100703.0,102491.0,9358.5,8464.5,10252.5,110955.5,0.9152991303324677,17996.333333333332,19660.333333333332,21527.0,ky,southeast,High,Moderate,Medium
"boone, mo",130016.5,128477.5,131555.5,16614.0,15075.0,18153.0,146630.5,0.8865137718917669,18635.0,19674.375,20764.25,mo,midwest,Fair,Moderate,Large
"boone, ne",3740.0,3691.5,3788.5,446.0,397.5,494.5,4186.0,0.8935247638521945,17566.666666666668,19580.666666666668,21757.0,ne,midwest,Fair,Moderate,Very_Small
"boone, wv",17427.5,17193.0,17662.0,2286.5,2052.0,2521.0,19714.0,0.8851982022931282,13244.0,15184.0,17156.0,wv,southeast,Fair,Very_Cheap,Very_Small
"bossier, la",90841.0,89535.5,92146.5,15636.0,14330.5,16941.5,106477.0,0.853094507895047,19696.5,21139.0,22682.5,la,southeast,Low,Expensive,Medium
"bottineau, nd",4423.5,4352.5,4494.5,687.5,616.5,758.5,5111.0,0.8655596287568008,16673.0,19269.0,21850.0,nd,midwest,Fair,Moderate,Very_Small
"bourbon, ks",10259.5,10101.5,10417.5,1500.0,1342.0,1658.0,11759.5,0.8726824845227998,13301.0,15000.0,16743.0,ks,midwest,Fair,Very_Cheap,Very_Small
"bourbon, ky",13806.5,13569.0,14044.0,2543.0,2305.5,2780.5,16349.5,0.844567280900699,14485.0,16585.0,18586.0,ky,southeast,Low,Very_Cheap,Very_Small
"bowie, tx",60269.0,59224.5,61313.5,13167.0,12122.5,14211.5,73436.0,0.8207921572845247,19599.125,20843.875,22134.875,tx,southwest,Very_Low,Expensive,Small
"box butte, ne",8397.5,8286.0,8509.0,1028.0,916.5,1139.5,9425.5,0.890967264686321,16353.666666666666,18518.666666666668,20868.333333333332,ne,midwest,Fair,Cheap,Very_Small
"box elder, ut",39944.0,39469.5,40418.5,4873.5,4399.0,5348.0,44817.5,0.8910860558706422,14137.75,16573.5,19118.0,ut,west,Fair,Very_Cheap,Small
"boyd, ky",33685.0,33266.0,34104.0,4285.5,3866.5,4704.5,37970.5,0.8876326041314307,18334.625,19492.125,20710.375,ky,southeast,Fair,Moderate,Very_Small
"boyle, ky",19047.0,18797.5,19296.5,2516.0,2266.5,2765.5,21563.0,0.8835461856406541,18734.25,20010.75,21397.25,ky,southeast,Fair,Moderate,Very_Small
"bradford, fl",16023.0,15733.5,16312.5,3084.5,2795.0,3374.0,19107.5,0.8387912963097699,13970.0,15638.0,17392.5,fl,southeast,Low,Very_Cheap,Very_Small
"bradford, pa",44315.0,43847.0,44783.0,5212.5,4744.5,5680.5,49527.5,0.8951082962613562,14660.333333333334,16160.583333333334,17778.0,pa,northeast,Fair,Very_Cheap,Small
"bradley, ar",7246.0,7080.5,7411.5,1755.5,1590.0,1921.0,9001.5,0.8055243440861882,13624.5,15511.5,17531.0,ar,southeast,Very_Low,Very_Cheap,Very_Small
"bradley, tn",71441.0,70307.5,72574.5,12910.5,11777.0,14044.0,84351.5,0.846804097335332,18347.25,19755.25,21238.25,tn,southeast,Low,Moderate,Medium
"branch, mi",30995.0,30624.0,31366.0,3858.5,3487.5,4229.5,34853.5,0.8894853151081079,16735.25,18437.75,20370.5,mi,midwest,Fair,Cheap,Very_Small
"braxton, wv",9595.5,9429.5,9761.5,1627.0,1461.0,1793.0,11222.5,0.855719730599837,12128.0,13746.0,15361.0,wv,southeast,Low,Very_Cheap,Very_Small
"breathitt, ky",9750.0,9599.5,9900.5,1481.5,1331.0,1632.0,11231.5,0.8686852809335848,14248.5,16035.0,17986.0,ky,southeast,Fair,Very_Cheap,Very_Small
"breckinridge, ky",13901.5,13680.5,14122.5,2343.0,2122.0,2564.0,16244.5,0.8562709952930978,14505.0,16567.5,18832.0,ky,southeast,Low,Very_Cheap,Very_Small
"bremer, ia",17680.0,17567.0,17793.0,999.0,886.0,1112.0,18679.0,0.9465063885552616,18056.5,20586.166666666664,23170.333333333336,ia,midwest,Very_High,Expensive,Very_Small
"brewster, tx",5787.5,5641.0,5934.0,1599.0,1452.5,1745.5,7386.5,0.7841327309925858,14665.0,17076.0,19661.0,tx,southwest,Very_Low,Cheap,Very_Small
"brookings, sd",23545.0,23173.0,23917.0,3108.0,2736.0,3480.0,26653.0,0.8832706791180382,13427.666666666666,15007.666666666666,16731.333333333332,sd,midwest,Fair,Very_Cheap,Very_Small
"broome, ny",141584.0,140418.0,142750.0,12583.0,11417.0,13749.0,154167.0,0.9185022413351035,16383.125,17244.0,18147.875,ny,northeast,High,Cheap,Very_Large
"broomfield, co",50508.5,50074.5,50942.5,4098.0,3664.0,4532.0,54606.5,0.9236747339115685,17840.5,19869.75,22124.25,co,west,High,Moderate,Small
"brown, ks",6862.5,6758.0,6967.0,1076.0,971.5,1180.5,7938.5,0.8648244038756889,14696.5,16649.5,18675.5,ks,midwest,Low,Very_Cheap,Very_Small
"brown, mn",18239.5,18104.5,18374.5,1225.0,1090.0,1360.0,19464.5,0.9371744521785251,14378.111111111111,16646.55555555556,19077.222222222223,mn,midwest,High,Very_Cheap,Very_Small
"brown, ne",1872.5,1836.0,1909.0,340.5,304.0,377.0,2213.0,0.8460302058147102,15099.0,18191.0,21350.0,ne,midwest,Low,Cheap,Very_Small
"brown, sd",28274.5,27944.0,28605.0,3138.0,2807.5,3468.5,31412.5,0.9001236387423623,18018.875,19830.5,21809.125,sd,midwest,Fair,Moderate,Very_Small
"brown, tx",23608.5,23130.5,24086.5,5902.0,5424.0,6380.0,29510.5,0.8001523125543804,17293.333333333332,18674.0,20156.666666666668,tx,southwest,Very_Low,Moderate,Very_Small
"brule, sd",3574.0,3500.5,3647.5,740.5,667.0,814.0,4314.5,0.828329570620971,11510.0,13761.0,15872.0,sd,midwest,Very_Low,Very_Cheap,Very_Small
"brunswick, nc",71771.5,70623.0,72920.0,14711.5,13563.0,15860.0,86483.0,0.8295372590510608,15836.75,17335.833333333332,18992.291666666664,nc,southeast,Low,Cheap,Medium
"bryan, ok",28708.5,28134.0,29283.0,7322.0,6747.5,7896.5,36030.5,0.7966622773360785,18149.75,19459.25,20868.25,ok,southwest,Very_Low,Moderate,Very_Small
"buchanan, ia",16078.5,15934.5,16222.5,1303.0,1159.0,1447.0,17381.5,0.9250735703607444,13750.0,15958.0,18095.0,ia,midwest,High,Very_Cheap,Very_Small
"buchanan, mo",62717.0,61842.5,63591.5,9823.5,8949.0,10698.0,72540.5,0.864765283972524,17924.75,18768.25,19684.25,mo,midwest,Low,Moderate,Small
"buchanan, va",15226.5,14986.5,15466.5,2553.0,2313.0,2793.0,17779.5,0.8567928131830813,13488.5,15175.5,17010.0,va,southeast,Low,Very_Cheap,Very_Small
"buena vista, ia",14325.5,14094.5,14556.5,2242.0,2011.0,2473.0,16567.5,0.8648736060888723,15188.0,16841.333333333332,18655.0,ia,midwest,Low,Very_Cheap,Very_Small
"buffalo, ne",35993.0,35548.5,36437.5,4233.5,3789.0,4678.0,40226.5,0.8946489161026082,18305.125,20047.625,21952.875,ne,midwest,Fair,Moderate,Small
"bulloch, ga",47541.0,46378.0,48704.0,11843.0,10680.0,13006.0,59384.0,0.8004816330155657,18976.25,20591.75,22372.75,ga,southeast,Very_Low,Expensive,Small
"bullock, al",6231.5,6102.5,6360.5,1247.5,1118.5,1376.5,7479.0,0.8332951993436877,11869.0,14452.0,17160.0,al,southeast,Low,Very_Cheap,Very_Small
"bureau, il",24342.0,24092.5,24591.5,2630.0,2380.5,2879.5,26972.0,0.902921645181452,15344.333333333332,16857.75,18480.916666666664,il,midwest,High,Very_Cheap,Very_Small
"burke, ga",15949.0,15629.0,16269.0,3527.5,3207.5,3847.5,19476.5,0.8192070891907166,12859.0,14593.0,16344.0,ga,southeast,Very_Low,Very_Cheap,Very_Small
"burke, nc",58790.0,57778.0,59802.0,12517.0,11505.0,13529.0,71307.0,0.824675976697159,17785.25,19116.5,20590.75,nc,southeast,Very_Low,Moderate,Small
"burleigh, nd",69024.0,68436.5,69611.5,6133.0,5545.5,6720.5,75157.0,0.918016172865117,17043.625,18109.75,19260.0,nd,midwest,High,Cheap,Small
"burleson, tx",10483.0,10227.5,10738.5,3427.5,3172.0,3683.0,13910.5,0.7534967859812881,15555.0,18213.0,20872.0,tx,southwest,Very_Low,Cheap,Very_Small
"burnet, tx",25681.0,25057.5,26304.5,8421.5,7798.0,9045.0,34102.5,0.7527220349042061,16646.666666666664,18861.5,21207.5,tx,southwest,Very_Low,Moderate,Very_Small
"burnett, wi",9821.0,9697.0,9945.0,1289.5,1165.5,1413.5,11110.5,0.884428355727888,12174.0,14719.0,17316.0,wi,midwest,Fair,Very_Cheap,Very_Small
"burt, ne",4405.0,4346.5,4463.5,566.0,507.5,624.5,4971.0,0.8861283990761621,17518.0,20551.0,23483.0,ne,midwest,Fair,Expensive,Very_Small
"butler, al",14186.0,13941.0,14431.0,2303.0,2058.0,2548.0,16489.0,0.8605060587387794,13659.166666666668,15440.833333333334,17243.333333333336,al,southeast,Low,Very_Cheap,Very_Small
"butler, ks",49855.5,49347.5,50363.5,5243.5,4735.5,5751.5,55099.0,0.9047859658261583,16926.208333333332,18541.25,20277.25,ks,midwest,High,Cheap,Small
"butler, mo",29774.0,29292.5,30255.5,5155.0,4673.5,5636.5,34929.0,0.852538205844517,14954.625,16738.125,18542.375,mo,midwest,Low,Very_Cheap,Very_Small
"butler, ne",5810.0,5739.0,5881.0,653.5,582.5,724.5,6463.5,0.8990573066664049,17972.333333333332,20625.333333333332,23432.333333333332,ne,midwest,Fair,Expensive,Very_Small
"butler, pa",140331.5,139461.0,141202.0,10151.0,9280.5,11021.5,150482.5,0.9325638526023728,18608.75,20089.25,21700.25,pa,northeast,High,Moderate,Large
"butte, ca",159357.5,157465.0,161250.0,23037.5,21145.0,24930.0,182395.0,0.8736500934229375,16477.9375,17778.75,19185.0,ca,west,Fair,Cheap,Very_Large
"cabarrus, nc",144094.5,142370.5,145818.5,22702.0,20978.0,24426.0,166796.5,0.8632639951410419,18353.25,19137.0,19966.75,nc,southeast,Low,Moderate,Very_Large
"cabell, wv",67627.0,66677.5,68576.5,9725.5,8776.0,10675.0,77352.5,0.8745861312187788,16914.0,17992.0,19135.75,wv,southeast,Fair,Cheap,Medium
"cache, ut",92075.0,90947.5,93202.5,12504.0,11376.5,13631.5,104579.0,0.8801469110786905,18895.5,20373.75,21938.75,ut,west,Fair,Moderate,Medium
"caddo, ok",17644.0,17257.5,18030.5,5278.5,4892.0,5665.0,22922.5,0.7699699315140058,15622.0,18480.0,21393.0,ok,southwest,Very_Low,Cheap,Very_Small
"calaveras, ca",29279.5,28907.0,29652.0,3885.0,3512.5,4257.5,33164.5,0.8831817016668686,16550.333333333332,18365.666666666668,20301.0,ca,west,Fair,Cheap,Very_Small
"caldwell, ky",9000.0,8871.0,9129.0,1232.5,1103.5,1361.5,10232.5,0.8801173747821639,13501.0,15246.0,16966.0,ky,southeast,Fair,Very_Cheap,Very_Small
"caldwell, la",6413.0,6281.0,6545.0,1427.0,1295.0,1559.0,7840.0,0.8181182866970467,12910.75,14717.0,16675.5,la,southeast,Very_Low,Very_Cheap,Very_Small
"caldwell, nc",55079.0,54103.0,56055.0,11599.5,10623.5,12575.5,66678.5,0.8263242133694177,18853.0,20622.75,22533.5,nc,southeast,Very_Low,Expensive,Small
"caldwell, tx",25125.0,24525.5,25724.5,7973.5,7374.0,8573.0,33098.5,0.758930073758447,15008.0,17334.5,19812.5,tx,southwest,Very_Low,Cheap,Very_Small
"caledonia, vt",22568.5,22351.0,22786.0,1824.5,1607.0,2042.0,24393.0,0.9256273494726615,16731.0,18706.25,20847.25,vt,northeast,High,Moderate,Very_Small
"calhoun, al",82351.5,81195.5,83507.5,13074.5,11918.5,14230.5,95426.0,0.8632220804050654,17042.25,18777.583333333332,20691.25,al,southeast,Low,Moderate,Medium
"calhoun, fl",8413.5,8235.5,8591.5,1897.0,1719.0,2075.0,10310.5,0.8163173245357771,14023.0,16240.5,18605.0,fl,southeast,Very_Low,Very_Cheap,Very_Small
"calhoun, ia",6536.5,6472.0,6601.0,580.0,515.5,644.5,7116.5,0.9185893714541171,18271.0,20675.333333333332,23323.333333333332,ia,midwest,High,Expensive,Very_Small
"calhoun, mi",98828.0,97853.5,99802.5,11282.0,10307.5,12256.5,110110.0,0.8977878638721516,17573.541666666664,18906.0,20326.083333333336,mi,midwest,Fair,Moderate,Medium
"calhoun, ms",9477.5,9251.5,9703.5,2602.0,2376.0,2828.0,12079.5,0.7847612586817099,14441.5,16687.0,19066.5,ms,southeast,Very_Low,Very_Cheap,Very_Small
"calhoun, tx",14210.0,13881.0,14539.0,3969.0,3640.0,4298.0,18179.0,0.7817087688947006,14006.0,15844.0,17824.0,tx,southwest,Very_Low,Very_Cheap,Very_Small
"calhoun, wv",5070.0,4979.0,5161.0,873.5,782.5,964.5,5943.5,0.8539931370240404,14693.0,17221.0,19756.0,wv,southeast,Low,Cheap,Very_Small
"callaway, mo",30407.5,29988.0,30827.0,4302.0,3882.5,4721.5,34709.5,0.8760838358563343,14898.0,17561.0,20044.0,mo,midwest,Fair,Cheap,Very_Small
"calloway, ky",25062.5,24648.0,25477.0,3834.5,3420.0,4249.0,28897.0,0.8672272368032516,16372.0,17787.0,19381.0,ky,southeast,Fair,Cheap,Very_Small
"calvert, md",73085.5,72586.5,73584.5,4902.0,4403.0,5401.0,77987.5,0.9372125793571977,17899.5,19311.25,20843.75,md,southeast,High,Moderate,Medium
"cambria, pa",95717.0,94966.0,96468.0,8949.0,8198.0,9700.0,104666.0,0.9148173481621655,15940.25,17589.875,19341.375,pa,northeast,High,Cheap,Medium
"camden, ga",37653.0,37011.5,38294.5,6526.5,5885.0,7168.0,44179.5,0.8522677709052976,15854.0,17806.333333333332,19934.666666666668,ga,southeast,Low,Cheap,Small
"camden, mo",26953.0,26450.5,27455.5,5804.5,5302.0,6307.0,32757.5,0.8229070551538145,16902.5,18126.25,19427.5,mo,midwest,Very_Low,Cheap,Very_Small
"camp, tx",7669.5,7465.5,7873.5,2674.0,2470.0,2878.0,10343.5,0.7412923171286956,14771.5,16594.0,18577.0,tx,southwest,Very_Low,Very_Cheap,Very_Small
"campbell, ky",68864.5,68168.5,69560.5,7320.5,6624.5,8016.5,76185.0,0.9038368266325636,16682.0,18237.666666666668,19995.666666666668,ky,southeast,High,Cheap,Medium
"campbell, tn",27265.0,26815.5,27714.5,4698.5,4249.0,5148.0,31963.5,0.8533252234505073,13593.25,15079.75,16686.75,tn,southeast,Low,Very_Cheap,Very_Small
"campbell, wy",39559.0,39028.5,40089.5,5508.0,4977.5,6038.5,45067.0,0.8777305659731385,16452.25,18420.25,20574.75,wy,west,Fair,Cheap,Small
"canadian, ok",97521.0,96353.0,98689.0,14711.5,13543.5,15879.5,112232.5,0.8684163544464951,15617.75,17628.166666666664,19857.833333333336,ok,southwest,Fair,Cheap,Medium
"candler, ga",6884.0,6712.0,7056.0,2042.5,1870.5,2214.5,8926.5,0.7713851312687203,13852.0,16121.5,18590.0,ga,southeast,Very_Low,Very_Cheap,Very_Small
"cannon, tn",9578.0,9411.0,9745.0,1656.5,1489.5,1823.5,11234.5,0.8525905877061439,13565.0,15417.0,17459.5,tn,southeast,Low,Very_Cheap,Very_Small
"cape girardeau, mo",55392.0,54678.0,56106.0,7480.0,6766.0,8194.0,62872.0,0.8809679113739717,17946.5,19032.0,20195.875,mo,midwest,Fair,Moderate,Small
"cape may, nj",62373.5,61611.5,63135.5,8886.5,8124.5,9648.5,71260.0,0.8755880385289053,20055.75,21469.25,22990.75,nj,northeast,Fair,Expensive,Small
"carbon, pa",46405.5,45924.5,46886.5,4983.0,4502.0,5464.0,51388.5,0.903349791137511,17724.75,19626.0,21699.0,pa,northeast,High,Moderate,Small
"carbon, ut",15116.5,14912.0,15321.0,2022.5,1818.0,2227.0,17139.0,0.8821815563951734,15856.666666666666,17421.0,19138.0,ut,west,Fair,Cheap,Very_Small
"carbon, wy",10494.5,10290.5,10698.5,2195.0,1991.0,2399.0,12689.5,0.8271721687491632,12545.5,14979.0,17592.0,wy,west,Very_Low,Very_Cheap,Very_Small
"carlton, mn",26152.0,25934.5,26369.5,2187.0,1969.5,2404.5,28339.0,0.9229040699711788,14598.833333333332,17316.833333333336,20167.5,mn,midwest,High,Cheap,Very_Small
"carroll, ar",17101.5,16696.5,17506.5,4603.5,4198.5,5008.5,21705.0,0.788374542956892,14021.5,16401.25,18785.0,ar,southeast,Very_Low,Very_Cheap,Very_Small
"carroll, ga",78292.5,76886.5,79698.5,17641.0,16235.0,19047.0,95933.5,0.8160595000281099,18405.958333333336,20184.875,22100.333333333336,ga,southeast,Very_Low,Moderate,Medium
"carroll, ia",15420.5,15301.5,15539.5,1062.0,943.0,1181.0,16482.5,0.935645066000162,14265.5,16339.0,18478.833333333336,ia,midwest,High,Very_Cheap,Very_Small
"carroll, ky",7786.5,7658.0,7915.0,1226.0,1097.5,1354.5,9012.5,0.8649611896310827,14005.0,15912.0,17985.5,ky,southeast,Low,Very_Cheap,Very_Small
"carroll, md",130022.0,129206.0,130838.0,8780.0,7964.0,9596.0,138802.0,0.936826613419957,18183.0,19137.0,20220.5,md,southeast,High,Moderate,Large
"carroll, mo",6093.5,5993.0,6194.0,1059.0,958.5,1159.5,7152.5,0.8522544082239508,13207.0,15499.0,17819.0,mo,midwest,Low,Very_Cheap,Very_Small
"carroll, nh",30510.0,30021.0,30999.0,5139.0,4650.0,5628.0,35649.0,0.8563598923187483,17372.666666666664,19381.041666666664,21592.833333333336,nh,northeast,Low,Moderate,Very_Small
"carroll, tn",18820.5,18541.5,19099.5,2984.0,2705.0,3263.0,21804.5,0.8635156080437667,14339.25,16285.5,18340.5,tn,southeast,Low,Very_Cheap,Very_Small
"carson city, nv",33991.0,33338.5,34643.5,7445.0,6792.5,8097.5,41436.0,0.820444501104787,16229.791666666668,17237.5,18318.916666666664,nv,west,Very_Low,Cheap,Small
"carter, ok",32965.5,32382.5,33548.5,7493.5,6910.5,8076.5,40459.0,0.8148237588082878,17666.375,19897.5,22136.375,ok,southwest,Very_Low,Moderate,Small
"carter, tn",37744.0,37069.0,38419.0,7118.5,6443.5,7793.5,44862.5,0.8415576478591624,18300.5,20366.75,22664.0,tn,southeast,Low,Moderate,Small
"carteret, nc",44573.0,43867.5,45278.5,8544.5,7839.0,9250.0,53117.5,0.8393257693799427,17688.5,18734.0,19845.75,nc,southeast,Low,Moderate,Small
"carver, mn",82930.5,82517.5,83343.5,4065.5,3652.5,4478.5,86996.0,0.9530248046903842,16582.5,18177.5,19849.75,mn,midwest,Very_High,Cheap,Medium
"cascade, mt",56130.0,55279.0,56981.0,10453.0,9602.0,11304.0,66583.0,0.8431769083743021,16708.75,18191.5,19726.625,mt,west,Low,Cheap,Small
"casey, ky",10506.5,10309.0,10704.0,2059.5,1862.0,2257.0,12566.0,0.8373703511927619,15182.0,17055.0,19047.5,ky,southeast,Low,Cheap,Very_Small
"cass, ia",9621.5,9524.0,9719.0,870.5,773.0,968.0,10492.0,0.9172075486837423,16064.0,18265.0,20707.0,ia,midwest,High,Cheap,Very_Small
"cass, in",26092.5,25619.5,26565.5,5403.5,4930.5,5876.5,31496.0,0.8287379131553712,14332.0,15727.5,17231.5,in,midwest,Very_Low,Very_Cheap,Very_Small
"cass, mi",36663.5,36231.5,37095.5,4710.5,4278.5,5142.5,41374.0,0.8865491751136582,13737.5,15932.5,18235.0,mi,midwest,Fair,Very_Cheap,Small
"cass, mo",75822.0,75021.0,76623.0,9082.5,8281.5,9883.5,84904.5,0.8929905664771399,15537.666666666668,17063.666666666664,18687.166666666664,mo,midwest,Fair,Cheap,Medium
"cass, nd",131059.5,129962.0,132157.0,13386.5,12289.0,14484.0,144446.0,0.9069026246840077,17972.0,19014.375,20136.25,nd,midwest,High,Moderate,Large
"cassia, id",15723.5,15362.5,16084.5,4160.5,3799.5,4521.5,19884.0,0.7907934960030643,14991.0,16823.0,18748.333333333332,id,west,Very_Low,Very_Cheap,Very_Small
"catawba, nc",107561.5,105978.0,109145.0,20804.0,19220.5,22387.5,128365.5,0.83802121623243,18285.375,19460.75,20698.625,nc,southeast,Low,Moderate,Large
"cattaraugus, ny",57228.5,56666.5,57790.5,6065.0,5503.0,6627.0,63293.5,0.9044354436165039,18730.0,20393.75,22193.5,ny,northeast,High,Moderate,Small
"cavalier, nd",2520.5,2485.0,2556.0,327.5,292.0,363.0,2848.0,0.8851081091744839,14976.0,17729.0,20523.0,nd,midwest,Fair,Cheap,Very_Small
"cayuga, ny",56702.5,56182.0,57223.0,5329.5,4809.0,5850.0,62032.0,0.9143053813382682,16975.0,18420.75,19963.0,ny,northeast,High,Cheap,Small
"cecil, md",80389.5,79688.5,81090.5,7192.5,6491.5,7893.5,87582.0,0.9179264169382294,19078.0,20676.75,22337.25,md,southeast,High,Expensive,Medium
"cedar, mo",8632.5,8453.0,8812.0,1873.0,1693.5,2052.5,10505.5,0.8217927796377358,14169.0,16564.0,18995.0,mo,midwest,Very_Low,Very_Cheap,Very_Small
"centre, pa",108626.5,107451.0,109802.0,11727.0,10551.5,12902.5,120353.5,0.9023802984984861,18524.5,19694.75,20937.0,pa,northeast,High,Moderate,Large
"cerro gordo, ia",31791.0,31523.0,32059.0,2417.0,2149.0,2685.0,34208.0,0.9296190829165019,18654.75,19595.5,20606.75,ia,midwest,High,Moderate,Very_Small
"chaffee, co",11159.5,10976.0,11343.0,1842.0,1658.5,2025.5,13001.5,0.8585829738896231,16011.0,18001.333333333332,20177.666666666668,co,west,Low,Cheap,Very_Small
"champaign, il",152996.0,151420.0,154572.0,16163.0,14587.0,17739.0,169159.0,0.904255974709923,18105.25,19299.625,20555.25,il,midwest,High,Moderate,Very_Large
"champaign, oh",29042.0,28739.5,29344.5,3064.5,2762.0,3367.0,32106.5,0.9048676730385872,15465.5,17452.0,19641.0,oh,midwest,High,Cheap,Very_Small
"charles mix, sd",5894.5,5765.5,6023.5,1433.5,1304.5,1562.5,7328.0,0.8043779124180634,14205.5,16945.5,19500.5,sd,midwest,Very_Low,Cheap,Very_Small
"charles, md",126666.0,125789.5,127542.5,9106.0,8229.5,9982.5,135772.0,0.9328122609037769,17806.25,19356.25,21064.0,md,southeast,High,Moderate,Large
"charlevoix, mi",18225.5,18005.0,18446.0,2246.5,2026.0,2467.0,20472.0,0.8904890216078067,14818.0,16500.333333333332,18360.666666666668,mi,midwest,Fair,Very_Cheap,Very_Small
"charlotte, fl",82520.5,81028.5,84012.5,20623.5,19131.5,22115.5,103144.0,0.7995787323902268,19213.75,20457.416666666668,21763.916666666668,fl,southeast,Very_Low,Expensive,Medium
"charlottesville city, va",33110.5,32441.5,33779.5,6227.5,5558.5,6896.5,39338.0,0.8412213504414722,18649.0,19634.75,20635.5,va,southeast,Low,Moderate,Small
"chatham, nc",43094.5,42387.5,43801.5,8940.5,8233.5,9647.5,52035.0,0.8278327075356111,14728.0,17123.0,19745.0,nc,southeast,Very_Low,Cheap,Small
"chattooga, ga",15780.0,15454.0,16106.0,3935.5,3609.5,4261.5,19715.5,0.8005287932629621,16806.0,18225.75,19706.25,ga,southeast,Very_Low,Cheap,Very_Small
"chautauqua, ks",2097.5,2050.5,2144.5,471.0,424.0,518.0,2568.5,0.8172620730492435,17319.0,20281.0,23241.0,ks,midwest,Very_Low,Moderate,Very_Small
"chautauqua, ny",94905.5,94045.0,95766.0,9021.5,8161.0,9882.0,103927.0,0.9134837352394565,16623.666666666668,18393.05555555556,20320.75,ny,northeast,High,Cheap,Medium
"chaves, nm",44762.5,43945.5,45579.5,9876.0,9059.0,10693.0,54638.5,0.8194126237235503,17230.5,18894.625,20770.625,nm,southwest,Very_Low,Moderate,Small
"chelan, wa",51684.0,50868.0,52500.0,9417.0,8601.0,10233.0,61101.0,0.8456798397598977,16619.916666666668,18238.75,19915.166666666668,wa,west,Low,Cheap,Small
"chemung, ny",64127.0,63617.0,64637.0,4727.5,4217.5,5237.5,68854.5,0.9315198821570501,15346.875,16838.125,18461.375,ny,northeast,High,Very_Cheap,Small
"chenango, ny",36370.5,36037.5,36703.5,3276.0,2943.0,3609.0,39646.5,0.9176178775272901,15595.75,17210.75,19000.75,ny,northeast,High,Cheap,Small
"cherokee, al",17610.5,17317.5,17903.5,2896.5,2603.5,3189.5,20507.0,0.8591630878795522,13458.0,15471.5,17802.0,al,southeast,Low,Very_Cheap,Very_Small
"cherokee, ia",8215.0,8136.0,8294.0,692.5,613.5,771.5,8907.5,0.9226779941244014,14739.5,16477.5,18408.5,ia,midwest,High,Very_Cheap,Very_Small
